ID,Start Date,End Date,Gender,Zip,Age,Race
1,10/3/2016,6/21/2018,Female,19433,11,Asian
1,2/17/2017,,Female,19171,11,Multi-race
1,4/12/2018,9/22/2019,Male,19212,15,White
1,11/28/2016,5/2/2018,Female,19868,18,Hispanic
1,2/24/2016,4/16/2018,Male,19514,13,Some Other Race
1,10/11/2016,6/21/2019,Male,19895,10,Asian
1,3/21/2016,,Male,19205,13,Hispanic
1,11/30/2015,3/28/2019,Female,19651,13,White
1,10/25/2016,2/18/2018,Female,19806,10,Multi-race
1,9/15/2018,,Male,19262,9,Some Other Race
1,2/6/2016,6/16/2018,Male,19812,15,Some Other Race
1,1/8/2017,4/16/2018,Female,19896,13,Some Other Race
1,8/9/2018,,Female,19352,9,Asian
1,1/25/2017,7/31/2018,Female,19081,9,Multi-race
1,9/22/2016,8/13/2018,Female,19536,11,Multi-race
1,10/15/2018,3/23/2019,Male,19131,13,Asian
1,10/7/2016,3/7/2018,Female,19164,13,White
1,3/22/2017,,Male,19047,16,Hispanic
1,10/8/2016,11/18/2018,Male,19781,16,Black
1,10/1/2016,6/23/2019,Male,19346,12,Asian
1,11/24/2016,12/29/2018,Female,19617,8,Black
1,12/8/2016,4/13/2018,Male,19049,14,Multi-race
1,4/2/2017,9/8/2018,Female,19767,15,Hispanic
1,12/13/2017,4/4/2018,Male,19528,12,White
1,2/4/2017,,Male,19903,14,Hispanic
1,1/21/2017,3/16/2018,Female,19856,10,Hispanic
1,3/22/2017,9/24/2019,Female,19336,8,Multi-race
1,4/26/2017,5/28/2019,Female,19232,12,Asian
1,11/10/2018,,Male,19913,11,Hispanic
1,11/3/2017,11/4/2018,Male,19849,15,Asian
1,7/27/2017,12/11/2018,Female,19056,15,Black
1,11/15/2017,10/17/2018,Male,19121,12,White
1,6/21/2019,,Female,19463,12,Hispanic
1,8/26/2017,5/3/2018,Male,19972,10,White
1,8/11/2019,,Male,19561,9,Asian
1,8/23/2017,6/6/2019,Male,19246,9,Black
1,9/3/2018,5/18/2019,Male,19194,11,Asian
1,11/4/2017,,Female,19389,10,Asian
1,12/3/2017,9/1/2018,Male,19492,11,Black
1,12/8/2017,10/3/2018,Male,19822,9,Black
1,2/12/2018,7/23/2019,Female,19675,13,Black
1,1/23/2018,9/16/2018,Female,19839,17,Asian
1,10/31/2017,7/9/2019,Male,19915,18,Some Other Race
1,10/4/2018,8/9/2019,Male,19442,9,Black
1,10/5/2019,,Female,19639,8,Multi-race
1,12/1/2017,,Female,19098,11,Black
1,1/22/2018,9/5/2019,Female,19493,12,Some Other Race
1,11/6/2018,,Male,19952,7,Some Other Race
1,9/21/2018,7/24/2019,Female,19143,18,White
1,10/19/2018,7/11/2019,Female,19768,19,Asian
1,6/2/2019,,Male,19409,13,Some Other Race
1,11/4/2016,6/12/2018,Female,19281,14,Multi-race
1,12/31/2016,3/24/2018,Male,19000,11,Hispanic
1,1/30/2019,,Female,19476,11,Black
1,1/21/2017,3/18/2018,Female,19068,10,White
1,1/7/2017,3/21/2018,Female,19860,15,Some Other Race
1,2/21/2019,,Female,19131,14,Asian
1,10/25/2018,4/14/2019,Male,19613,11,Asian
1,2/13/2017,6/28/2018,Female,19005,17,Multi-race
1,10/20/2016,4/18/2019,Male,19972,18,Hispanic
1,10/6/2015,7/23/2019,Female,19618,15,Black
1,9/22/2015,5/30/2018,Male,19380,13,Multi-race
1,11/3/2015,10/26/2018,Female,19991,18,Black
1,10/14/2017,11/1/2019,Female,19754,13,Black
1,10/9/2017,,Male,19350,17,Multi-race
1,2/3/2017,6/17/2018,Male,19121,13,Some Other Race
1,8/23/2015,7/18/2019,Male,19003,8,White
1,12/11/2017,,Male,19954,9,Multi-race
1,11/15/2016,9/13/2018,Male,19472,19,Black
1,9/25/2016,,Male,19257,16,Hispanic
1,9/3/2016,7/13/2018,Male,19051,10,Multi-race
1,9/18/2016,8/19/2018,Female,19359,13,Asian
1,10/8/2016,10/1/2018,Male,19883,13,Hispanic
1,10/25/2018,7/22/2019,Male,19317,14,Asian
1,8/28/2016,7/17/2018,Female,19138,16,Multi-race
1,10/2/2016,,Male,19978,15,Black
1,10/12/2016,10/29/2018,Male,19609,13,Asian
1,11/4/2017,7/5/2019,Female,19827,13,Asian
1,11/18/2016,,Female,19587,12,Asian
1,10/26/2016,7/5/2019,Female,19713,14,Hispanic
1,10/17/2016,7/4/2018,Male,19164,13,Black
1,10/14/2016,12/13/2018,Male,19346,7,White
1,5/28/2017,10/16/2018,Female,19134,12,Some Other Race
1,5/18/2017,,Male,19202,9,Black
1,10/7/2016,5/24/2018,Female,19763,11,Hispanic
1,1/26/2017,5/1/2018,Female,19096,12,Black
1,1/24/2018,9/28/2018,Male,19801,17,White
1,8/8/2017,1/19/2019,Female,19324,12,White
1,12/4/2017,3/27/2018,Male,19362,9,Asian
1,10/5/2018,8/21/2019,Male,19373,9,White
1,9/29/2017,6/27/2018,Female,19280,13,Asian
1,10/18/2017,9/23/2018,Female,19841,15,White
1,8/30/2017,,Female,19030,8,Black
1,1/21/2018,3/16/2019,Female,19641,10,Some Other Race
1,9/28/2017,,Male,19102,10,Some Other Race
1,10/23/2017,7/28/2019,Male,19573,11,Black
1,11/29/2017,9/30/2019,Male,19780,11,Black
1,10/10/2017,7/23/2019,Male,19086,11,Black
1,11/25/2017,7/17/2019,Female,19094,7,Some Other Race
1,9/29/2017,5/1/2018,Male,19907,17,Hispanic
1,1/28/2019,,Male,19927,7,Hispanic
1,12/4/2018,,Male,19297,13,Hispanic
1,5/22/2018,7/26/2019,Female,19098,9,Black
1,1/21/2018,,Male,19579,11,Black
1,11/28/2017,6/9/2018,Male,19963,12,White
1,12/11/2017,8/5/2018,Male,19429,16,Hispanic
1,2/20/2019,,Male,19883,12,Multi-race
1,9/17/2016,8/2/2018,Male,19957,14,Black
1,10/27/2017,7/3/2018,Female,19743,18,Multi-race
1,7/1/2017,,Female,19350,14,Hispanic
1,6/5/2015,12/18/2018,Female,19975,17,White
1,11/24/2015,5/29/2019,Female,19941,13,White
1,9/25/2015,2/9/2019,Female,19971,21,Multi-race
1,9/30/2015,8/9/2019,Female,19002,15,Multi-race
1,9/5/2016,,Male,19669,12,Hispanic
1,9/16/2016,,Female,19022,12,White
1,10/9/2015,6/8/2018,Female,19782,15,Some Other Race
1,3/23/2016,,Male,19964,11,Asian
1,2/24/2019,,Female,19771,13,Black
1,1/16/2016,7/10/2018,Male,19365,14,Black
1,2/6/2016,6/20/2018,Male,19951,16,White
1,6/9/2018,,Male,19451,16,Asian
1,10/8/2016,,Female,19661,16,White
1,11/19/2016,6/21/2018,Female,19996,11,Multi-race
1,10/27/2016,5/24/2018,Male,19670,9,Multi-race
1,2/9/2017,5/20/2018,Female,19085,12,Multi-race
1,10/18/2018,10/13/2019,Female,19562,11,Black
1,10/15/2016,10/15/2018,Male,19139,15,Some Other Race
1,9/28/2016,7/8/2019,Male,19109,17,White
1,12/28/2016,,Female,19301,10,Black
1,9/13/2016,4/17/2019,Female,19455,11,Multi-race
1,9/24/2018,6/29/2019,Female,19971,15,Some Other Race
1,10/24/2016,10/20/2018,Female,19958,14,Asian
1,1/28/2017,6/28/2018,Male,19043,13,Asian
1,2/5/2019,,Male,19961,14,Some Other Race
1,1/17/2017,9/29/2018,Female,19951,17,Hispanic
1,6/17/2017,,Male,19439,10,Hispanic
1,7/8/2017,3/22/2019,Female,19419,10,Some Other Race
1,10/31/2017,1/28/2019,Male,19194,15,Asian
1,10/7/2017,,Male,19272,14,Asian
1,9/30/2017,4/30/2018,Female,19326,13,Black
1,12/2/2017,5/2/2019,Female,19500,12,Black
1,10/17/2019,,Female,19144,9,Multi-race
1,9/23/2017,,Female,19586,9,Black
1,11/16/2017,,Female,19580,9,Black
1,9/29/2017,2/3/2018,Female,19833,19,Multi-race
1,11/15/2017,7/25/2019,Male,19235,9,Some Other Race
1,2/20/2018,,Male,19391,15,Asian
1,9/15/2018,6/20/2019,Female,19008,13,White
1,11/15/2018,,Male,19387,13,White
1,5/30/2018,,Male,19518,17,Some Other Race
1,1/5/2019,,Male,19342,14,Multi-race
1,3/30/2019,,Male,19133,8,Some Other Race
1,10/30/2018,3/24/2019,Male,19320,12,Black
1,10/21/2018,,Male,19852,13,White
1,8/27/2016,,Female,19074,14,Some Other Race
1,8/28/2016,,Female,19510,10,Hispanic
1,11/15/2016,6/1/2018,Female,19878,9,White
1,10/15/2018,,Male,19616,9,Asian
1,12/14/2016,10/24/2018,Female,19773,10,Hispanic
1,8/30/2016,7/7/2019,Male,19967,12,Black
1,2/8/2017,4/11/2018,Male,19747,14,Black
1,10/2/2017,8/5/2018,Male,19356,21,White
1,11/2/2015,7/18/2019,Male,19042,13,Hispanic
1,2/21/2016,3/19/2018,Female,19438,17,Some Other Race
1,10/1/2015,,Male,19048,15,White
1,11/20/2015,8/2/2018,Male,19599,21,Multi-race
1,11/1/2015,6/30/2019,Female,19872,17,Hispanic
1,10/29/2015,2/3/2018,Male,19772,16,Some Other Race
1,11/14/2017,12/17/2018,Male,19057,14,Asian
1,5/18/2016,9/26/2018,Female,19417,16,Some Other Race
1,9/10/2015,7/6/2019,Male,19879,14,Black
1,10/10/2015,6/21/2018,Male,19856,18,Black
1,11/5/2015,8/3/2019,Female,19269,16,Some Other Race
1,10/28/2016,3/24/2018,Female,19910,10,Asian
1,11/3/2018,,Female,19751,17,Multi-race
1,6/19/2018,,Female,19838,9,Some Other Race
1,9/27/2018,,Male,19877,7,Hispanic
1,1/23/2017,,Female,19523,8,Asian
1,1/20/2018,7/1/2019,Male,19611,13,Hispanic
1,9/28/2017,6/18/2018,Male,19451,11,Black
1,10/19/2016,,Female,19920,17,Multi-race
1,9/18/2016,7/22/2019,Female,19588,13,Asian
1,1/16/2017,9/20/2018,Female,19627,10,Some Other Race
1,11/8/2018,7/1/2019,Female,19957,11,Black
1,9/20/2019,,Male,19618,9,Black
1,10/23/2018,11/19/2019,Male,19610,12,Black
1,10/28/2016,8/2/2018,Female,19109,9,Black
1,8/29/2016,10/10/2018,Male,19718,13,Some Other Race
1,10/7/2017,,Male,19702,13,Asian
1,9/30/2016,2/5/2019,Female,19812,13,White
1,9/18/2016,6/27/2018,Male,19054,18,Some Other Race
1,12/21/2016,7/5/2018,Female,19033,15,Asian
1,12/3/2016,8/6/2018,Female,19532,12,Black
1,10/15/2017,7/2/2018,Female,19583,14,Multi-race
1,2/25/2017,3/10/2018,Male,19473,11,Some Other Race
1,1/7/2017,3/3/2018,Female,19516,14,Some Other Race
1,9/8/2018,4/25/2019,Female,19775,10,Some Other Race
1,10/18/2017,8/19/2018,Female,19651,15,Asian
1,4/1/2017,,Male,19189,12,White
1,9/10/2017,1/12/2018,Female,19360,10,Multi-race
1,8/6/2018,,Female,19823,15,White
1,4/23/2019,,Male,19554,10,White
1,8/18/2017,8/16/2018,Female,19686,11,White
1,10/30/2017,9/8/2018,Male,19768,11,White
1,11/24/2017,7/2/2019,Male,19014,13,Some Other Race
1,9/10/2017,,Female,19016,9,White
1,11/27/2017,7/13/2019,Male,19742,9,Multi-race
1,9/24/2019,,Female,19851,11,Black
1,10/9/2017,,Male,19173,14,Black
1,10/13/2017,11/12/2019,Female,19442,14,Some Other Race
1,12/15/2017,3/25/2019,Male,19852,12,Some Other Race
1,1/4/2018,6/28/2018,Female,19443,7,Hispanic
1,10/18/2017,6/27/2018,Female,19731,8,Black
1,11/26/2017,8/6/2019,Female,19868,16,Hispanic
1,2/1/2018,,Female,19175,15,Black
1,11/14/2018,6/17/2019,Male,19578,11,Multi-race
1,7/27/2018,,Female,19520,17,Black
1,7/7/2018,7/6/2019,Female,19953,16,Asian
1,10/20/2016,,Male,19446,15,Some Other Race
1,12/18/2016,,Female,19931,16,Hispanic
1,4/11/2018,10/14/2019,Female,19719,12,White
1,12/31/2017,12/8/2018,Male,19985,13,Hispanic
1,11/16/2017,3/29/2019,Male,19594,13,Some Other Race
1,5/15/2015,,Female,19120,14,Hispanic
1,4/12/2018,,Male,19418,15,Multi-race
1,7/27/2015,,Female,19916,11,Multi-race
1,11/1/2016,12/25/2017,Female,19867,17,Hispanic
1,9/25/2016,,Male,19473,10,Asian
1,11/6/2017,7/15/2019,Male,19513,9,Hispanic
1,10/8/2015,6/1/2018,Female,19845,16,Black
1,3/17/2018,8/5/2018,Female,19025,15,Multi-race
1,11/15/2015,7/4/2018,Female,19575,15,Black
1,9/8/2017,11/19/2019,Female,19984,11,Some Other Race
1,11/20/2016,11/13/2019,Female,19302,13,Asian
1,9/7/2017,7/30/2018,Male,19603,11,Some Other Race
1,1/7/2018,4/5/2019,Male,19823,13,Black
1,8/20/2018,3/31/2019,Male,19369,10,Multi-race
1,2/6/2016,,Female,19880,20,Some Other Race
1,8/9/2016,10/12/2019,Male,19102,14,White
1,9/1/2017,,Male,19733,9,Black
1,12/28/2016,,Male,19880,15,Black
1,3/6/2017,,Female,19741,13,Multi-race
1,3/9/2017,7/29/2019,Female,19037,14,Some Other Race
1,3/15/2017,,Male,19701,10,White
1,9/14/2017,7/23/2019,Male,19649,11,Multi-race
1,3/5/2017,7/9/2019,Male,19826,13,Multi-race
1,11/5/2016,6/27/2018,Male,19627,17,White
1,11/14/2016,1/1/2019,Male,19972,14,White
1,11/23/2016,6/20/2019,Female,19490,13,Multi-race
1,10/24/2016,7/16/2019,Male,19393,21,Some Other Race
1,12/9/2016,8/11/2019,Male,19346,17,Multi-race
1,12/28/2016,8/22/2018,Male,19176,13,Hispanic
1,2/18/2017,,Male,19516,12,Multi-race
1,2/9/2018,10/27/2019,Male,19079,7,White
1,12/29/2018,,Female,19848,15,Black
1,10/25/2017,5/10/2019,Female,19040,15,Black
1,4/27/2018,5/3/2019,Female,19355,7,Asian
1,10/19/2017,9/2/2019,Female,19510,18,Multi-race
1,1/23/2018,4/15/2018,Male,19938,10,Hispanic
1,10/25/2017,9/4/2019,Female,19179,12,Hispanic
1,11/26/2017,,Male,19256,16,Some Other Race
1,10/24/2017,6/21/2018,Female,19562,14,Hispanic
1,10/29/2017,7/15/2018,Male,19141,11,Some Other Race
1,10/2/2017,7/22/2018,Female,19924,11,Black
1,12/22/2017,6/24/2018,Female,19640,14,White
1,10/2/2018,10/5/2019,Male,19438,14,Black
1,11/23/2018,11/14/2019,Female,19506,9,Multi-race
1,12/9/2017,3/7/2019,Female,19340,11,Asian
1,12/23/2017,,Male,19790,16,Multi-race
1,10/15/2018,,Female,19359,11,Hispanic
1,7/30/2018,,Male,19380,10,Asian
1,8/10/2018,,Male,19061,15,Asian
1,11/28/2018,,Male,19256,12,Asian
1,1/26/2017,7/17/2018,Male,19349,13,Hispanic
1,12/4/2017,8/15/2018,Female,19948,12,Multi-race
1,12/1/2017,6/18/2018,Male,19597,11,Black
1,3/7/2018,10/12/2018,Male,19806,17,Black
1,2/7/2018,,Male,19400,9,Multi-race
1,2/23/2018,10/9/2018,Female,19973,13,Some Other Race
1,4/22/2019,,Male,19325,13,Black
1,2/16/2019,,Female,19323,15,Asian
1,8/20/2019,,Male,19332,10,Asian
1,2/4/2019,,Male,19494,8,Multi-race
1,10/14/2018,11/8/2019,Female,19339,18,Some Other Race
1,8/31/2018,5/19/2019,Male,19653,20,Black
1,9/1/2018,11/15/2019,Male,19159,12,Asian
1,4/15/2019,,Female,19783,7,White
1,3/27/2019,,Female,19560,15,White
1,9/30/2018,,Female,19401,9,Some Other Race
1,9/6/2018,4/17/2019,Female,19371,7,Asian
1,11/12/2018,,Male,19749,15,Multi-race
1,11/1/2018,,Female,19115,13,White
1,10/8/2018,,Male,19774,11,White
1,8/18/2018,,Male,19318,14,Asian
1,10/8/2018,6/1/2019,Male,19289,9,Hispanic
1,10/19/2018,7/13/2019,Male,19117,9,Hispanic
1,8/27/2018,,Male,19472,12,Black
1,12/5/2018,,Male,19309,15,Some Other Race
1,9/25/2018,1/21/2019,Male,19760,14,White
1,10/16/2018,,Male,19332,9,Asian
1,9/29/2018,10/23/2019,Male,19481,19,Black
1,4/16/2019,,Female,19320,9,Asian
1,10/16/2018,10/5/2019,Female,19186,7,Some Other Race
1,10/25/2018,11/6/2019,Male,19033,9,Some Other Race
1,11/29/2018,,Female,19269,15,White
1,10/24/2018,,Male,19634,17,Black
1,10/7/2019,,Female,19356,14,White
1,12/25/2018,,Male,19103,9,Multi-race
1,12/13/2018,7/7/2019,Female,19360,11,Some Other Race
1,4/19/2019,,Male,19479,9,Hispanic
1,2/23/2019,,Female,19214,16,Asian
1,11/4/2018,,Male,19814,16,Multi-race
1,10/31/2018,3/14/2019,Male,19768,16,Hispanic
1,2/22/2017,10/19/2019,Female,19937,13,Some Other Race
1,11/25/2018,,Female,19254,12,Asian
1,10/25/2018,4/9/2019,Female,19769,15,Black
1,8/20/2019,,Male,19162,8,Hispanic
1,9/23/2018,,Male,19013,15,White
1,12/7/2018,,Female,19186,13,White
1,10/24/2018,3/27/2019,Female,19550,11,Black
1,12/19/2018,7/13/2019,Male,19956,9,Some Other Race
1,10/22/2018,,Female,19909,12,Asian
1,1/28/2019,,Female,19595,15,Hispanic
1,12/26/2018,,Female,19581,10,Hispanic
1,12/27/2018,,Female,19179,7,Asian
1,11/27/2018,,Male,19191,7,Asian
1,2/18/2019,,Female,19770,15,Hispanic
1,11/2/2018,4/19/2019,Male,19264,15,Black
1,11/30/2018,,Female,19363,10,Asian
1,11/4/2018,,Female,19808,6,White
1,12/24/2018,,Male,19390,13,Some Other Race
1,1/20/2019,,Female,19431,12,Multi-race
1,12/21/2018,,Female,19413,13,Some Other Race
1,12/14/2018,7/3/2019,Male,19731,9,Multi-race
1,1/29/2019,,Male,19019,10,Black
1,3/8/2019,,Male,19958,14,Black
1,1/8/2019,7/1/2019,Male,19080,22,Multi-race
1,2/18/2019,5/17/2019,Female,19708,15,Some Other Race
1,6/14/2019,,Female,19689,13,Asian
1,10/17/2019,,Female,19455,14,Asian
1,10/4/2019,,Male,19348,11,Multi-race
1,8/11/2019,,Female,19917,13,Asian
1,9/9/2009,,Male,19603,18,Asian
1,6/10/2010,7/24/2018,Male,19563,17,White
1,12/27/2013,,Female,19414,19,White
1,9/14/2012,,Female,19889,13,White
1,1/28/2017,8/29/2018,Female,19138,14,Some Other Race
1,9/17/2013,,Male,19717,10,Black
1,10/21/2017,7/15/2019,Female,19312,15,Some Other Race
1,4/17/2014,,Female,19293,10,Some Other Race
1,9/23/2018,,Female,19688,7,Some Other Race
1,6/29/2018,,Female,19517,13,Asian
1,12/15/2015,9/22/2018,Male,19475,16,Multi-race
1,7/15/2017,,Female,19116,9,White
1,7/13/2016,,Female,19657,9,Some Other Race
1,7/8/2015,3/17/2018,Female,19122,12,Some Other Race
1,9/15/2015,7/9/2018,Female,19515,14,Black
1,11/8/2013,8/6/2018,Female,19375,18,Asian
1,11/5/2012,2/18/2019,Female,19396,16,Multi-race
1,4/2/2014,,Female,19376,13,Multi-race
1,10/29/2015,,Male,19272,15,Asian
1,10/26/2016,,Female,19214,14,Black
1,8/29/2015,,Female,19552,18,Some Other Race
1,5/16/2017,,Female,19723,17,Black
1,11/29/2016,12/7/2018,Female,19980,12,Multi-race
1,9/5/2017,3/5/2018,Male,19927,8,Multi-race
1,9/5/2017,7/7/2018,Female,19183,8,Asian
1,5/13/2009,,Female,19675,14,Asian
1,9/23/2016,8/20/2018,Female,19691,12,Some Other Race
1,9/25/2018,,Female,19336,15,Multi-race
1,3/12/2013,,Male,19122,14,Black
1,8/31/2017,7/13/2018,Female,19446,12,Black
1,9/6/2017,7/13/2018,Male,19188,11,Hispanic
1,10/28/2017,7/9/2018,Female,19133,8,Some Other Race
1,2/15/2012,3/15/2018,Male,19062,17,White
1,10/23/2017,,Female,19874,16,Black
1,10/15/2012,9/13/2018,Female,19997,22,Some Other Race
1,5/10/2013,,Male,19167,14,Hispanic
1,10/17/2017,3/18/2018,Female,19638,15,White
1,9/24/2016,,Male,19297,13,Hispanic
1,10/28/2013,4/26/2019,Female,19646,15,Some Other Race
1,6/30/2012,9/26/2019,Male,19437,22,Black
1,12/5/2017,,Female,19371,12,Some Other Race
1,8/17/2016,7/27/2018,Female,19999,15,White
1,5/20/2011,,Female,19383,17,Asian
1,5/3/2013,10/24/2018,Female,19880,17,White
1,9/28/2013,7/21/2018,Female,19281,16,Hispanic
1,11/26/2013,,Female,19140,12,Black
1,9/7/2014,7/22/2018,Male,19008,17,Some Other Race
1,8/29/2014,6/13/2018,Male,19919,16,Hispanic
1,12/8/2016,7/17/2018,Male,19134,16,White
1,1/23/2016,8/10/2018,Male,19473,18,White
1,9/11/2010,,Male,19506,17,Multi-race
1,12/23/2013,,Male,19495,18,Some Other Race
1,2/8/2014,,Male,19155,13,Some Other Race
1,9/26/2016,6/24/2018,Male,19532,17,Hispanic
1,11/3/2018,,Female,19417,10,Asian
1,11/1/2016,,Female,19663,15,White
1,3/15/2017,3/27/2018,Female,19152,15,Multi-race
1,3/14/2012,,Male,19427,18,Hispanic
1,1/8/2009,3/23/2019,Female,19692,15,Some Other Race
1,10/2/2010,9/20/2018,Male,19661,17,White
1,2/3/2016,7/6/2018,Male,19096,19,Hispanic
1,9/24/2017,,Male,19973,10,Multi-race
1,10/18/2017,,Female,19610,17,Multi-race
1,10/6/2015,,Male,19789,13,Some Other Race
1,10/27/2013,,Female,19156,14,Some Other Race
1,10/17/2013,4/27/2019,Male,19843,13,Asian
1,9/16/2016,6/21/2018,Male,19207,13,Some Other Race
1,10/1/2014,9/24/2018,Female,19220,14,Some Other Race
1,8/5/2014,2/7/2018,Male,19622,20,Asian
1,10/28/2017,4/14/2018,Female,19131,11,Some Other Race
1,12/10/2018,,Male,19275,8,Multi-race
1,10/5/2016,5/23/2018,Female,19883,18,Black
1,12/23/2013,3/5/2018,Male,19732,13,Asian
1,11/25/2015,,Female,19174,13,Hispanic
1,10/10/2014,7/12/2018,Female,19675,16,White
1,10/28/2014,8/30/2019,Male,19008,14,White
1,1/18/2015,,Male,19833,13,Hispanic
1,10/10/2017,8/13/2019,Male,19708,20,Asian
1,10/25/2013,,Female,19373,14,Black
1,1/7/2012,,Female,19857,13,Hispanic
1,1/13/2013,3/8/2018,Female,19101,20,Asian
1,5/25/2015,,Female,19355,20,White
1,4/19/2016,11/16/2019,Male,19856,11,Some Other Race
1,8/20/2013,9/9/2018,Male,19872,22,Asian
1,7/24/2016,2/1/2018,Female,19874,16,Multi-race
1,11/15/2017,11/13/2018,Male,19926,15,White
1,9/1/2018,11/2/2019,Male,19431,10,Multi-race
1,11/9/2017,10/8/2018,Female,19501,12,Asian
1,10/6/2017,6/21/2019,Male,19634,9,White
1,10/16/2013,8/24/2019,Female,19302,19,Asian
1,12/10/2017,2/28/2018,Male,19389,17,Some Other Race
1,11/18/2013,,Male,19141,17,Black
1,4/22/2017,,Male,19246,12,Black
1,5/24/2018,,Female,19546,14,Black
1,9/3/2016,,Male,19219,14,Asian
1,7/27/2012,,Male,19146,15,Hispanic
1,2/23/2014,9/4/2018,Female,19856,13,Hispanic
1,9/9/2016,7/17/2018,Male,19085,17,Hispanic
1,10/20/2016,2/11/2018,Female,19772,12,Some Other Race
1,1/5/2016,5/19/2018,Female,19803,13,Hispanic
1,9/5/2019,,Male,19645,13,Black
1,4/26/2018,3/25/2019,Female,19040,14,Black
1,5/26/2015,8/17/2018,Male,19736,19,Black
1,3/8/2018,,Male,19401,8,Asian
1,12/5/2015,3/11/2018,Female,19234,17,Asian
1,8/17/2015,8/7/2018,Male,19686,18,Asian
1,6/12/2017,,Female,19488,13,Some Other Race
1,8/14/2018,,Male,19749,14,Asian
1,9/2/2017,5/22/2018,Female,19947,15,Hispanic
1,12/29/2017,5/22/2019,Male,19015,16,Black
1,10/22/2018,,Male,19341,10,Black
1,9/20/2015,6/5/2018,Male,19170,16,Asian
1,10/18/2015,,Male,19997,14,Black
1,8/31/2015,8/31/2019,Female,19654,10,Some Other Race
1,9/21/2015,7/16/2018,Female,19046,16,Black
1,10/31/2015,7/27/2018,Female,19586,21,Some Other Race
1,9/17/2015,2/14/2018,Male,19410,16,Some Other Race
1,11/14/2017,3/5/2018,Male,19772,15,White
1,5/20/2017,,Male,19304,19,Black
1,10/23/2017,6/12/2018,Female,19922,11,White
1,7/12/2018,,Female,19307,7,Some Other Race
1,7/2/2016,,Male,19028,13,Hispanic
1,2/13/2018,5/18/2019,Male,19358,13,Some Other Race
1,3/30/2017,10/19/2018,Female,19087,10,Multi-race
1,4/19/2016,7/29/2019,Male,19107,16,Hispanic
1,7/31/2017,,Female,19264,11,Some Other Race
1,9/24/2016,5/8/2018,Male,19199,8,Multi-race
1,9/20/2016,4/9/2019,Male,19922,12,Asian
1,12/9/2016,3/11/2018,Female,19147,10,Some Other Race
1,2/20/2017,4/2/2018,Male,19924,11,Multi-race
1,1/11/2018,10/29/2018,Female,19556,11,Black
1,3/17/2018,,Male,19088,13,Hispanic
1,5/29/2018,4/16/2019,Male,19810,13,Asian
1,4/14/2017,2/18/2018,Male,19824,13,Some Other Race
1,6/18/2019,,Female,19820,10,Multi-race
1,9/4/2017,7/8/2018,Female,19690,16,Black
1,6/16/2019,,Male,19214,12,Multi-race
1,7/23/2019,,Female,19572,16,Hispanic
1,8/28/2017,4/8/2018,Male,19074,11,Multi-race
1,9/8/2018,9/22/2019,Male,19980,12,Hispanic
1,5/5/2019,,Female,19569,13,White
1,8/18/2017,7/7/2018,Male,19438,9,Multi-race
1,12/9/2018,,Male,19650,13,Some Other Race
1,9/12/2017,9/24/2018,Female,19667,12,White
1,11/4/2018,,Female,19261,14,White
1,11/28/2017,,Female,19652,13,White
1,4/4/2019,,Male,19885,11,Black
1,11/30/2017,3/11/2019,Male,19612,13,White
1,9/28/2017,3/31/2019,Female,19706,14,Asian
1,6/24/2016,3/5/2018,Male,19424,13,Asian
1,12/7/2017,10/13/2019,Male,19079,12,Asian
1,12/3/2016,6/1/2018,Female,19085,12,White
1,10/26/2018,6/28/2019,Male,19298,11,White
1,9/22/2017,12/3/2018,Male,19571,12,Multi-race
1,12/16/2017,1/25/2018,Female,19081,13,Asian
1,3/6/2019,,Male,19349,12,Asian
1,12/22/2018,,Female,19589,11,Multi-race
1,6/4/2016,,Male,19839,12,Hispanic
1,6/23/2016,10/18/2018,Male,19168,18,Multi-race
1,2/4/2016,9/16/2019,Female,19159,13,Asian
1,9/24/2015,,Female,19515,15,Some Other Race
1,10/12/2017,,Male,19863,11,Asian
1,11/15/2017,10/12/2018,Female,19909,16,Black
1,10/25/2016,8/8/2018,Male,19334,11,Some Other Race
1,10/9/2016,1/28/2018,Male,19053,12,Multi-race
1,11/20/2017,9/3/2018,Female,19604,17,White
1,5/25/2018,7/26/2019,Male,19916,11,Multi-race
1,8/26/2017,3/18/2018,Female,19813,12,Asian
1,11/15/2015,2/5/2019,Male,19005,10,Black
1,10/20/2017,10/10/2018,Female,19473,11,Asian
1,9/30/2016,6/17/2019,Female,19323,11,Black
1,10/12/2017,2/2/2019,Male,19499,12,Black
1,10/16/2017,3/21/2018,Female,19101,12,Hispanic
1,6/4/2018,7/7/2019,Female,19013,13,White
1,2/8/2017,2/26/2018,Female,19197,12,Some Other Race
1,10/13/2016,7/10/2018,Male,19615,13,Hispanic
1,12/16/2016,6/28/2018,Female,19203,9,Multi-race
1,7/21/2017,10/5/2018,Male,19391,10,Asian
1,11/11/2017,7/29/2019,Female,19427,17,Some Other Race
1,9/29/2017,4/10/2019,Female,19550,18,Asian
1,12/21/2017,,Male,19571,19,White
1,10/16/2017,8/2/2018,Male,19918,16,Multi-race
1,8/28/2018,,Male,19062,13,Black
1,10/25/2018,6/30/2019,Female,19859,13,Black
1,8/19/2017,3/26/2018,Female,19884,13,Multi-race
1,9/3/2017,,Female,19172,8,Black
1,9/24/2017,9/21/2018,Female,19126,12,White
